"","business_id","stars"
"165170","rXKzE4Iraz7vGWovWW-aBA",3
"165171","jtvy90-8KNih9-LanDTiOg",4
"165178","jtvy90-8KNih9-LanDTiOg",1
"165181","rXKzE4Iraz7vGWovWW-aBA",5
"165293","KzLjbXEDH1e1WrfzrrzZKw",5
"165323","JJi7c7uiTzCqeWNTsldgXQ",5
"165324","wftmt-n8OUA4Ng3bWWH5dw",4
"165332","ijY4C4ut4M9xg3QvK2R2pg",5
"165335","ijY4C4ut4M9xg3QvK2R2pg",1
"165355","S6dARuOrrOXd4xSiTHti8g",5
"165360","jtvy90-8KNih9-LanDTiOg",5
"165433","PhNdyQTtZjOQ1bqoT4S3oA",5
"165435","OaHJvi10dJbMIaQXg5e2Ag",5
"165447","KzLjbXEDH1e1WrfzrrzZKw",1
"165452","MA465c4XL7_m9p_6_ztRsw",2
"165476","wftmt-n8OUA4Ng3bWWH5dw",4
"165520","xXGRRmCIf6t6Bn-NvxHYwA",1
"165561","1LqshDanHwtKeX--X0hbwQ",5
"165577","rXKzE4Iraz7vGWovWW-aBA",1
"165590","jKJr7aPdTZ5kiQw0g40yJQ",1
"165602","PhNdyQTtZjOQ1bqoT4S3oA",1
"165620","ijY4C4ut4M9xg3QvK2R2pg",5
"165630","eab04KSBbf30FqB4cH8erQ",4
"165633","p2RqycIW2jzjbQnkEw5lkA",3
"165648","-R_dMb9Z1eBv_FlYZrrKbw",2
"165649","ijY4C4ut4M9xg3QvK2R2pg",4
"165672","mpG1R1ktTI3x1twNBsGvXQ",4
"165691","KzLjbXEDH1e1WrfzrrzZKw",3
"165698","g74ClehJVU5h-29-Bx5xwQ",4
"165707","wftmt-n8OUA4Ng3bWWH5dw",5
"165712","S6dARuOrrOXd4xSiTHti8g",5
"165720","6_7_aSycZlRsfKENFiIi6g",5
"165721","g74ClehJVU5h-29-Bx5xwQ",4
"165725","QdganL5AW9E_fNoRVroLig",5
"165764","MA465c4XL7_m9p_6_ztRsw",5
"165773","wftmt-n8OUA4Ng3bWWH5dw",5
"165813","eab04KSBbf30FqB4cH8erQ",3
"165821","ijY4C4ut4M9xg3QvK2R2pg",4
"165827","eab04KSBbf30FqB4cH8erQ",4
"165836","QbuWKli8fme4O84t99UfSg",4
"165900","Bfh_ON-LQUcJerjcDF5KNA",1
"165911","S6dARuOrrOXd4xSiTHti8g",2
"165926","cGuUEFw374zfpr3Cp8ywJw",1
"165935","ijY4C4ut4M9xg3QvK2R2pg",4
"165937","wftmt-n8OUA4Ng3bWWH5dw",5
"165938","HzE3NnlAzIcqiHDydpvzrQ",5
"165956","eab04KSBbf30FqB4cH8erQ",3
"165964","FNf9Q2FnB9sI9kOMAgj0AQ",5
"165978","dazGlP4Rk4nxlyMtlvkpvA",1
"166005","OaHJvi10dJbMIaQXg5e2Ag",5
"166045","6_7_aSycZlRsfKENFiIi6g",5
"166067","iT9KMTR8NqYwSCW-zMUOxw",1
"166069","wCB9mquz6W0ZuO5pPZXeDg",4
"166090","KzLjbXEDH1e1WrfzrrzZKw",1
"166113","v2a8hI1Tsi1SgFKFWD39qQ",1
"166120","ijY4C4ut4M9xg3QvK2R2pg",4
"166129","wftmt-n8OUA4Ng3bWWH5dw",4
"166148","wCB9mquz6W0ZuO5pPZXeDg",5
"166163","g74ClehJVU5h-29-Bx5xwQ",1
"166185","S6dARuOrrOXd4xSiTHti8g",4
"166207","i4CF-bIEfNeYoQ87klS78Q",5
"166214","rQ6C54q1N2iq9iDKSA3QGA",5
"166257","eab04KSBbf30FqB4cH8erQ",5
"166262","mpG1R1ktTI3x1twNBsGvXQ",5
"166356","nZRJu778hO66F11QUS53nA",4
"166440","BQasaL9XWUhlFndmKYtMHw",1
"166450","BrORoLCE5zVY6ekUb6omNA",5
"166479","ijY4C4ut4M9xg3QvK2R2pg",4
"166493","QbuWKli8fme4O84t99UfSg",1
"166511","gTRTzLhbl2uDd_JvB4PsyQ",4
"166526","yBHltbm3DqNaKgBgTMpxsA",4
"166556","ijY4C4ut4M9xg3QvK2R2pg",5
"166607","AV72aytrW-z787seJAku2w",5
"166616","A8jt8v7bixb_DswY2uJQaw",5
"166681","kD1u5HwZpWOH2bAU_W0ARQ",5
"166707","A8jt8v7bixb_DswY2uJQaw",2
"166733","dazGlP4Rk4nxlyMtlvkpvA",1
"166747","wftmt-n8OUA4Ng3bWWH5dw",1
"166796","wftmt-n8OUA4Ng3bWWH5dw",5
"166806","eab04KSBbf30FqB4cH8erQ",4
"166835","eab04KSBbf30FqB4cH8erQ",5
"166844","ijY4C4ut4M9xg3QvK2R2pg",5
"166859","HzE3NnlAzIcqiHDydpvzrQ",3
"166900","mpG1R1ktTI3x1twNBsGvXQ",5
"166905","BrORoLCE5zVY6ekUb6omNA",5
"166911","6_7_aSycZlRsfKENFiIi6g",4
"166977","QbuWKli8fme4O84t99UfSg",5
"167010","gTRTzLhbl2uDd_JvB4PsyQ",4
"167016","mchIGapc-1lRQKcsZhD93A",5
"167017","BrORoLCE5zVY6ekUb6omNA",5
"167019","4jO_VdrdM3OFGr9VDkySPA",5
"167088","ijY4C4ut4M9xg3QvK2R2pg",5
"167121","OaHJvi10dJbMIaQXg5e2Ag",4
"167125","eab04KSBbf30FqB4cH8erQ",1
"167130","MA465c4XL7_m9p_6_ztRsw",1
"167131","rXKzE4Iraz7vGWovWW-aBA",4
"167158","HzE3NnlAzIcqiHDydpvzrQ",2
"167184","wftmt-n8OUA4Ng3bWWH5dw",4
"167213","1LqshDanHwtKeX--X0hbwQ",5
"167228","eab04KSBbf30FqB4cH8erQ",5
"167313","jtvy90-8KNih9-LanDTiOg",4
"167321","rXKzE4Iraz7vGWovWW-aBA",4
"167427","wftmt-n8OUA4Ng3bWWH5dw",5
"167433","rXKzE4Iraz7vGWovWW-aBA",5
"167447","KzLjbXEDH1e1WrfzrrzZKw",2
"167461","eab04KSBbf30FqB4cH8erQ",3
"167483","HzE3NnlAzIcqiHDydpvzrQ",4
"167546","6_7_aSycZlRsfKENFiIi6g",3
"167570","iT9KMTR8NqYwSCW-zMUOxw",5
"167575","iT9KMTR8NqYwSCW-zMUOxw",4
"167580","Lw2vlPixPe72lDp9Cx6GoA",4
"167664","eab04KSBbf30FqB4cH8erQ",2
"167673","eab04KSBbf30FqB4cH8erQ",1
"167681","rXKzE4Iraz7vGWovWW-aBA",3
"167742","6_7_aSycZlRsfKENFiIi6g",3
"167748","dF-_fcrNyk4iZ5Pc1mr-wA",4
"167845","wftmt-n8OUA4Ng3bWWH5dw",5
"167894","mpG1R1ktTI3x1twNBsGvXQ",5
"167899","KzLjbXEDH1e1WrfzrrzZKw",3
"167909","S6dARuOrrOXd4xSiTHti8g",5
"167919","i4CF-bIEfNeYoQ87klS78Q",5
"167937","dazGlP4Rk4nxlyMtlvkpvA",1
"167988","i4CF-bIEfNeYoQ87klS78Q",5
"168023","QbuWKli8fme4O84t99UfSg",3
"168027","kF1Rr2bMPujucUihlitT2g",4
"168044","wftmt-n8OUA4Ng3bWWH5dw",5
"168048","dazGlP4Rk4nxlyMtlvkpvA",5
"168076","ijY4C4ut4M9xg3QvK2R2pg",4
"168081","iT9KMTR8NqYwSCW-zMUOxw",5
"168088","JJi7c7uiTzCqeWNTsldgXQ",4
"168121","TE5K9GVy9rKrovzUBOefYg",5
"168133","mpG1R1ktTI3x1twNBsGvXQ",5
"168141","wftmt-n8OUA4Ng3bWWH5dw",5
"168150","HzE3NnlAzIcqiHDydpvzrQ",5
"168169","ijY4C4ut4M9xg3QvK2R2pg",1
"168175","dF-_fcrNyk4iZ5Pc1mr-wA",5
"168190","MA465c4XL7_m9p_6_ztRsw",4
"168211","BrORoLCE5zVY6ekUb6omNA",4
"168229","v2a8hI1Tsi1SgFKFWD39qQ",5
"168233","HzE3NnlAzIcqiHDydpvzrQ",1
"168253","kF1Rr2bMPujucUihlitT2g",5
"168282","S6dARuOrrOXd4xSiTHti8g",2
"168284","ijY4C4ut4M9xg3QvK2R2pg",5
"168291","BrORoLCE5zVY6ekUb6omNA",2
"168329","BrORoLCE5zVY6ekUb6omNA",5
"168340","S6dARuOrrOXd4xSiTHti8g",4
"168343","jKJr7aPdTZ5kiQw0g40yJQ",3
"168347","rXKzE4Iraz7vGWovWW-aBA",2
"168454","wftmt-n8OUA4Ng3bWWH5dw",5
"168465","rXKzE4Iraz7vGWovWW-aBA",4
"168473","eab04KSBbf30FqB4cH8erQ",5
"168475","ijY4C4ut4M9xg3QvK2R2pg",5
"168484","eab04KSBbf30FqB4cH8erQ",4
"168494","15RvAvPxUBl3HmnGMJdtTQ",5
"168523","OaHJvi10dJbMIaQXg5e2Ag",4
"168571","nZRJu778hO66F11QUS53nA",3
"168575","BrORoLCE5zVY6ekUb6omNA",5
"168577","BrORoLCE5zVY6ekUb6omNA",4
"168595","rXKzE4Iraz7vGWovWW-aBA",4
"168601","QdganL5AW9E_fNoRVroLig",5
"168603","wftmt-n8OUA4Ng3bWWH5dw",4
"168609","JJi7c7uiTzCqeWNTsldgXQ",5
"168641","A8jt8v7bixb_DswY2uJQaw",4
"168645","OaHJvi10dJbMIaQXg5e2Ag",5
"168649","wftmt-n8OUA4Ng3bWWH5dw",4
"168681","yBHltbm3DqNaKgBgTMpxsA",5
"168709","PhNdyQTtZjOQ1bqoT4S3oA",5
"168710","AV72aytrW-z787seJAku2w",4
"168712","wftmt-n8OUA4Ng3bWWH5dw",5
"168728","kF1Rr2bMPujucUihlitT2g",5
"168760","S6dARuOrrOXd4xSiTHti8g",5
"168772","HzE3NnlAzIcqiHDydpvzrQ",4
"168803","mpG1R1ktTI3x1twNBsGvXQ",4
"168811","MA465c4XL7_m9p_6_ztRsw",3
"168818","mpG1R1ktTI3x1twNBsGvXQ",5
"168863","iT9KMTR8NqYwSCW-zMUOxw",5
"168884","eab04KSBbf30FqB4cH8erQ",4
"168922","QdganL5AW9E_fNoRVroLig",5
"168930","ijY4C4ut4M9xg3QvK2R2pg",4
"168933","ijY4C4ut4M9xg3QvK2R2pg",4
"168944","QbuWKli8fme4O84t99UfSg",5
"168948","A8jt8v7bixb_DswY2uJQaw",1
"168954","QbuWKli8fme4O84t99UfSg",2
"168958","eab04KSBbf30FqB4cH8erQ",3
"168962","i4CF-bIEfNeYoQ87klS78Q",5
"168983","rXKzE4Iraz7vGWovWW-aBA",5
"169000","wCB9mquz6W0ZuO5pPZXeDg",1
"169005","QdganL5AW9E_fNoRVroLig",2
"169054","Rmdv8qikuGCecgRGVPWMQA",4
"169069","QdganL5AW9E_fNoRVroLig",4
"169104","BrORoLCE5zVY6ekUb6omNA",5
"169127","wCB9mquz6W0ZuO5pPZXeDg",1
"169128","rXKzE4Iraz7vGWovWW-aBA",1
"169173","yBHltbm3DqNaKgBgTMpxsA",1
"169182","egxK8E9T6MWLxJyD_iCIVQ",2
"169184","eab04KSBbf30FqB4cH8erQ",4
"169189","i4CF-bIEfNeYoQ87klS78Q",3
"169211","Rmdv8qikuGCecgRGVPWMQA",5
"169222","eab04KSBbf30FqB4cH8erQ",2
"169241","AV72aytrW-z787seJAku2w",3
"169288","ijY4C4ut4M9xg3QvK2R2pg",4
"169303","eab04KSBbf30FqB4cH8erQ",1
"169307","wftmt-n8OUA4Ng3bWWH5dw",3
"169319","yBHltbm3DqNaKgBgTMpxsA",5
"169340","eab04KSBbf30FqB4cH8erQ",5
"169357","gTRTzLhbl2uDd_JvB4PsyQ",1
"169390","wftmt-n8OUA4Ng3bWWH5dw",5
"169421","ijY4C4ut4M9xg3QvK2R2pg",4
"169472","BQasaL9XWUhlFndmKYtMHw",5
"169478","dazGlP4Rk4nxlyMtlvkpvA",1
"169492","jtvy90-8KNih9-LanDTiOg",5
"169524","wftmt-n8OUA4Ng3bWWH5dw",5
"169555","ijY4C4ut4M9xg3QvK2R2pg",2
"169569","VBxKOEdjg7ryuA2Ni080rA",5
"169576","QdganL5AW9E_fNoRVroLig",5
"169629","yBHltbm3DqNaKgBgTMpxsA",5
"169642","ijY4C4ut4M9xg3QvK2R2pg",5
"169648","6_7_aSycZlRsfKENFiIi6g",4
"169671","6_7_aSycZlRsfKENFiIi6g",4
"169708","BrORoLCE5zVY6ekUb6omNA",5
"169711","eab04KSBbf30FqB4cH8erQ",5
"169730","MA465c4XL7_m9p_6_ztRsw",1
"169755","wftmt-n8OUA4Ng3bWWH5dw",5
"169774","wftmt-n8OUA4Ng3bWWH5dw",4
"169812","xXGRRmCIf6t6Bn-NvxHYwA",1
"169814","eab04KSBbf30FqB4cH8erQ",4
"169816","rXKzE4Iraz7vGWovWW-aBA",4
"169869","QbuWKli8fme4O84t99UfSg",3
"169898","jtvy90-8KNih9-LanDTiOg",3
"169917","ijY4C4ut4M9xg3QvK2R2pg",4
"169948","AV72aytrW-z787seJAku2w",5
"169958","yBHltbm3DqNaKgBgTMpxsA",1
"169991","15RvAvPxUBl3HmnGMJdtTQ",5
"170010","BQasaL9XWUhlFndmKYtMHw",3
"170040","jKJr7aPdTZ5kiQw0g40yJQ",4
"170059","eab04KSBbf30FqB4cH8erQ",4
"170061","QbuWKli8fme4O84t99UfSg",4
"170064","BrORoLCE5zVY6ekUb6omNA",4
"170067","xXGRRmCIf6t6Bn-NvxHYwA",1
"170076","rXKzE4Iraz7vGWovWW-aBA",4
"170088","S6dARuOrrOXd4xSiTHti8g",2
"170093","4_sXnBAHU3lGxVfPUn0CNQ",1
"170104","egxK8E9T6MWLxJyD_iCIVQ",4
"170123","ijY4C4ut4M9xg3QvK2R2pg",1
"170127","mpG1R1ktTI3x1twNBsGvXQ",4
"170129","QbuWKli8fme4O84t99UfSg",2
"170149","rXKzE4Iraz7vGWovWW-aBA",4
"170294","ccdcyzc1oSucd-qRlnYR0w",3
"170336","rXKzE4Iraz7vGWovWW-aBA",3
"170360","mpG1R1ktTI3x1twNBsGvXQ",5
"170396","HzE3NnlAzIcqiHDydpvzrQ",4
"170427","Lw2vlPixPe72lDp9Cx6GoA",3
"170457","ijY4C4ut4M9xg3QvK2R2pg",5
"170468","OaHJvi10dJbMIaQXg5e2Ag",4
"170552","wCB9mquz6W0ZuO5pPZXeDg",1
"170556","JJi7c7uiTzCqeWNTsldgXQ",4
"170579","AV72aytrW-z787seJAku2w",4
"170604","p2RqycIW2jzjbQnkEw5lkA",1
"170616","jtvy90-8KNih9-LanDTiOg",5
"170628","6_7_aSycZlRsfKENFiIi6g",2
"170650","JJi7c7uiTzCqeWNTsldgXQ",4
"170663","jtvy90-8KNih9-LanDTiOg",4
"170682","HzE3NnlAzIcqiHDydpvzrQ",1
"170717","KzLjbXEDH1e1WrfzrrzZKw",2
"170729","rXKzE4Iraz7vGWovWW-aBA",3
"170778","yBHltbm3DqNaKgBgTMpxsA",4
"170790","QbuWKli8fme4O84t99UfSg",4
"170834","QbuWKli8fme4O84t99UfSg",2
"170841","jtvy90-8KNih9-LanDTiOg",5
"170861","eab04KSBbf30FqB4cH8erQ",4
"170885","wftmt-n8OUA4Ng3bWWH5dw",5
"170892","GKmbGnQ2WmlU7ntVPI4mYA",4
"170908","6_7_aSycZlRsfKENFiIi6g",4
"170987","A8jt8v7bixb_DswY2uJQaw",1
"171007","TE5K9GVy9rKrovzUBOefYg",5
"171024","ijY4C4ut4M9xg3QvK2R2pg",3
"171046","S6dARuOrrOXd4xSiTHti8g",5
"171116","eab04KSBbf30FqB4cH8erQ",5
"171144","jtvy90-8KNih9-LanDTiOg",4
"171162","mpG1R1ktTI3x1twNBsGvXQ",2
"171180","15RvAvPxUBl3HmnGMJdtTQ",3
"171232","GKmbGnQ2WmlU7ntVPI4mYA",5
"171240","HzE3NnlAzIcqiHDydpvzrQ",5
"171289","v8jZKf_YN7ayVy6ksyoiKg",3
"171296","kF1Rr2bMPujucUihlitT2g",3
"171313","AV72aytrW-z787seJAku2w",5
"171325","rXKzE4Iraz7vGWovWW-aBA",5
"171335","S6dARuOrrOXd4xSiTHti8g",2
"171358","egxK8E9T6MWLxJyD_iCIVQ",5
"171367","BrORoLCE5zVY6ekUb6omNA",5
"171370","ijY4C4ut4M9xg3QvK2R2pg",4
"171385","15RvAvPxUBl3HmnGMJdtTQ",4
"171419","ijY4C4ut4M9xg3QvK2R2pg",4
"171488","aC9D8lFr5k9pWU0IBdEb0g",1
"171506","BrORoLCE5zVY6ekUb6omNA",1
"171510","KzLjbXEDH1e1WrfzrrzZKw",2
"171513","6_7_aSycZlRsfKENFiIi6g",3
"171523","HzE3NnlAzIcqiHDydpvzrQ",4
"171540","S6dARuOrrOXd4xSiTHti8g",4
"171559","kD1u5HwZpWOH2bAU_W0ARQ",3
"171643","ijY4C4ut4M9xg3QvK2R2pg",4
"171686","wftmt-n8OUA4Ng3bWWH5dw",5
"171703","rXKzE4Iraz7vGWovWW-aBA",1
"171734","wCB9mquz6W0ZuO5pPZXeDg",1
"171749","HzE3NnlAzIcqiHDydpvzrQ",5
"171753","mpG1R1ktTI3x1twNBsGvXQ",5
"171836","rXKzE4Iraz7vGWovWW-aBA",5
"171877","KzLjbXEDH1e1WrfzrrzZKw",4
"171912","mpG1R1ktTI3x1twNBsGvXQ",5
"171924","AV72aytrW-z787seJAku2w",4
"171963","rXKzE4Iraz7vGWovWW-aBA",4
"171973","15RvAvPxUBl3HmnGMJdtTQ",1
"171980","S6dARuOrrOXd4xSiTHti8g",1
"171983","OaHJvi10dJbMIaQXg5e2Ag",2
"171986","dY_oOCE3fU50zs97SVRlrg",5
"171993","jhP9rUsV-KvgHu1n--7Q3w",5
"172001","6_7_aSycZlRsfKENFiIi6g",5
"172006","wftmt-n8OUA4Ng3bWWH5dw",5
"172027","yBHltbm3DqNaKgBgTMpxsA",4
"172032","ijY4C4ut4M9xg3QvK2R2pg",3
"172046","HzE3NnlAzIcqiHDydpvzrQ",1
"172110","wftmt-n8OUA4Ng3bWWH5dw",5
"172115","ijY4C4ut4M9xg3QvK2R2pg",4
"172142","xXGRRmCIf6t6Bn-NvxHYwA",4
"172158","BrORoLCE5zVY6ekUb6omNA",4
"172180","S6dARuOrrOXd4xSiTHti8g",5
"172181","ijY4C4ut4M9xg3QvK2R2pg",4
"172229","QbuWKli8fme4O84t99UfSg",3
"172246","JJi7c7uiTzCqeWNTsldgXQ",2
"172247","mpG1R1ktTI3x1twNBsGvXQ",5
"172253","ijY4C4ut4M9xg3QvK2R2pg",3
"172263","QdganL5AW9E_fNoRVroLig",3
"172278","g74ClehJVU5h-29-Bx5xwQ",5
"172361","HzE3NnlAzIcqiHDydpvzrQ",3
"172406","MA465c4XL7_m9p_6_ztRsw",3
"172447","BrORoLCE5zVY6ekUb6omNA",4
"172481","kF1Rr2bMPujucUihlitT2g",5
"172489","iT9KMTR8NqYwSCW-zMUOxw",4
"172495","ijY4C4ut4M9xg3QvK2R2pg",1
"172496","rXKzE4Iraz7vGWovWW-aBA",4
"172553","egxK8E9T6MWLxJyD_iCIVQ",4
"172562","iT9KMTR8NqYwSCW-zMUOxw",5
"172616","ijY4C4ut4M9xg3QvK2R2pg",1
"172640","A8jt8v7bixb_DswY2uJQaw",5
"172656","6_7_aSycZlRsfKENFiIi6g",5
"172660","eab04KSBbf30FqB4cH8erQ",4
"172688","AV72aytrW-z787seJAku2w",5
"172729","BrORoLCE5zVY6ekUb6omNA",4
"172766","FNf9Q2FnB9sI9kOMAgj0AQ",5
"172786","xONNOYgT5BBJj_EVJBMghQ",5
"172796","ijY4C4ut4M9xg3QvK2R2pg",3
"172836","wftmt-n8OUA4Ng3bWWH5dw",5
"172837","ijY4C4ut4M9xg3QvK2R2pg",4
"172908","ccdcyzc1oSucd-qRlnYR0w",4
"172936","dazGlP4Rk4nxlyMtlvkpvA",3
"172961","yBHltbm3DqNaKgBgTMpxsA",5
"172983","JJi7c7uiTzCqeWNTsldgXQ",2
"172999","ijY4C4ut4M9xg3QvK2R2pg",5
"173003","dazGlP4Rk4nxlyMtlvkpvA",2
"173008","AV72aytrW-z787seJAku2w",3
"173045","HzE3NnlAzIcqiHDydpvzrQ",4
"173063","jtvy90-8KNih9-LanDTiOg",3
"173074","kD1u5HwZpWOH2bAU_W0ARQ",4
"173091","BrORoLCE5zVY6ekUb6omNA",5
"173107","rXKzE4Iraz7vGWovWW-aBA",5
"173235","mpG1R1ktTI3x1twNBsGvXQ",5
"173260","rXKzE4Iraz7vGWovWW-aBA",4
"173265","S6dARuOrrOXd4xSiTHti8g",1
"173286","egxK8E9T6MWLxJyD_iCIVQ",5
"173386","wftmt-n8OUA4Ng3bWWH5dw",4
"173399","Rmdv8qikuGCecgRGVPWMQA",5
"173422","S6dARuOrrOXd4xSiTHti8g",2
"173442","MA465c4XL7_m9p_6_ztRsw",3
"173488","mpG1R1ktTI3x1twNBsGvXQ",5
"173504","xONNOYgT5BBJj_EVJBMghQ",5
"173506","jTRKHyPmR5RwHVsqmhPTwg",4
"173520","wCB9mquz6W0ZuO5pPZXeDg",2
"173522","RNkVt3T_3DQjXbXTM2DIjg",5
"173543","xDnkfWCyaUdR6iMoxnuWyg",5
"173573","rQ6C54q1N2iq9iDKSA3QGA",1
"173617","wCB9mquz6W0ZuO5pPZXeDg",1
"173626","BrORoLCE5zVY6ekUb6omNA",4
"173651","MA465c4XL7_m9p_6_ztRsw",5
"173656","xXGRRmCIf6t6Bn-NvxHYwA",2
"173658","BrORoLCE5zVY6ekUb6omNA",4
"173659","wftmt-n8OUA4Ng3bWWH5dw",5
"173755","kF1Rr2bMPujucUihlitT2g",5
"173759","rXKzE4Iraz7vGWovWW-aBA",4
"173846","iT9KMTR8NqYwSCW-zMUOxw",2
"173861","ijY4C4ut4M9xg3QvK2R2pg",2
"173864","BrORoLCE5zVY6ekUb6omNA",5
"173904","h0kDxnRpBXyJ1v17uSDnzw",5
"173910","HzE3NnlAzIcqiHDydpvzrQ",1
"173933","_VYUU5HPLYasd-xdKLimNA",5
"173934","i4CF-bIEfNeYoQ87klS78Q",3
"173965","A8jt8v7bixb_DswY2uJQaw",5
"173972","g74ClehJVU5h-29-Bx5xwQ",5
"174006","eab04KSBbf30FqB4cH8erQ",5
"174024","mchIGapc-1lRQKcsZhD93A",5
"174039","JJi7c7uiTzCqeWNTsldgXQ",5
"174042","rXKzE4Iraz7vGWovWW-aBA",3
"174066","eab04KSBbf30FqB4cH8erQ",3
"174094","15RvAvPxUBl3HmnGMJdtTQ",5
"174122","BrORoLCE5zVY6ekUb6omNA",5
"174128","S6dARuOrrOXd4xSiTHti8g",1
"174142","kF1Rr2bMPujucUihlitT2g",3
"174144","jtvy90-8KNih9-LanDTiOg",5
"174151","i4CF-bIEfNeYoQ87klS78Q",1
"174201","RNkVt3T_3DQjXbXTM2DIjg",5
"174206","v8jZKf_YN7ayVy6ksyoiKg",3
"174221","rXKzE4Iraz7vGWovWW-aBA",2
"174229","BrORoLCE5zVY6ekUb6omNA",4
"174244","ijY4C4ut4M9xg3QvK2R2pg",5
"174256","eab04KSBbf30FqB4cH8erQ",4
"174270","dazGlP4Rk4nxlyMtlvkpvA",3
"174323","v8jZKf_YN7ayVy6ksyoiKg",3
"174346","ijY4C4ut4M9xg3QvK2R2pg",5
"174351","ijY4C4ut4M9xg3QvK2R2pg",5
"174373","rXKzE4Iraz7vGWovWW-aBA",2
"174413","eab04KSBbf30FqB4cH8erQ",1
"174417","MA465c4XL7_m9p_6_ztRsw",4
"174453","QbuWKli8fme4O84t99UfSg",3
"174471","AV72aytrW-z787seJAku2w",5
"174483","KzLjbXEDH1e1WrfzrrzZKw",1
"174489","BrORoLCE5zVY6ekUb6omNA",4
"174501","rQ6C54q1N2iq9iDKSA3QGA",4
"174514","AV72aytrW-z787seJAku2w",3
"174523","jtvy90-8KNih9-LanDTiOg",5
"174576","rXKzE4Iraz7vGWovWW-aBA",3
"174618","15RvAvPxUBl3HmnGMJdtTQ",3
"174630","kF1Rr2bMPujucUihlitT2g",5
"174647","OaHJvi10dJbMIaQXg5e2Ag",4
"174658","ijY4C4ut4M9xg3QvK2R2pg",5
"174676","ijY4C4ut4M9xg3QvK2R2pg",1
"174690","jtvy90-8KNih9-LanDTiOg",5
"174692","eab04KSBbf30FqB4cH8erQ",4
"174694","JJi7c7uiTzCqeWNTsldgXQ",5
"174713","BrORoLCE5zVY6ekUb6omNA",5
"174727","i4CF-bIEfNeYoQ87klS78Q",5
"174762","Bfh_ON-LQUcJerjcDF5KNA",5
"174776","AV72aytrW-z787seJAku2w",5
"174812","mpG1R1ktTI3x1twNBsGvXQ",4
"174862","g74ClehJVU5h-29-Bx5xwQ",5
"174891","p2RqycIW2jzjbQnkEw5lkA",5
"174906","jtvy90-8KNih9-LanDTiOg",1
"174910","iT9KMTR8NqYwSCW-zMUOxw",5
"174977","S6dARuOrrOXd4xSiTHti8g",5
"174983","rQ6C54q1N2iq9iDKSA3QGA",4
"175033","RNkVt3T_3DQjXbXTM2DIjg",5
"175071","_VYUU5HPLYasd-xdKLimNA",5
"175072","jKJr7aPdTZ5kiQw0g40yJQ",5
"175151","jTRKHyPmR5RwHVsqmhPTwg",5
"175165","rXKzE4Iraz7vGWovWW-aBA",5
"175190","ijY4C4ut4M9xg3QvK2R2pg",4
"175191","S6dARuOrrOXd4xSiTHti8g",1
"175210","rXKzE4Iraz7vGWovWW-aBA",5
"175222","iT9KMTR8NqYwSCW-zMUOxw",5
"175255","OaHJvi10dJbMIaQXg5e2Ag",1
"175297","yBHltbm3DqNaKgBgTMpxsA",5
"175312","OaHJvi10dJbMIaQXg5e2Ag",5
"175356","rXKzE4Iraz7vGWovWW-aBA",5
"175371","tVcnGCg8AICT_hoI-4gMsw",5
"175372","BQasaL9XWUhlFndmKYtMHw",1
"175382","rXKzE4Iraz7vGWovWW-aBA",1
"175399","ijY4C4ut4M9xg3QvK2R2pg",4
"175439","KzLjbXEDH1e1WrfzrrzZKw",5
"175498","jKJr7aPdTZ5kiQw0g40yJQ",5
"175522","PhNdyQTtZjOQ1bqoT4S3oA",1
"175542","xONNOYgT5BBJj_EVJBMghQ",1
"175563","ijY4C4ut4M9xg3QvK2R2pg",5
"175607","JJi7c7uiTzCqeWNTsldgXQ",5
"175625","-cnAmACYQpwRyfjuZHay3w",1
"175626","QbuWKli8fme4O84t99UfSg",4
"175650","xDnkfWCyaUdR6iMoxnuWyg",5
"175710","gTRTzLhbl2uDd_JvB4PsyQ",5
"175731","eab04KSBbf30FqB4cH8erQ",1
"175732","wftmt-n8OUA4Ng3bWWH5dw",5
"175755","S6dARuOrrOXd4xSiTHti8g",5
"175772","jtvy90-8KNih9-LanDTiOg",5
"175777","ijY4C4ut4M9xg3QvK2R2pg",1
"175809","5L-dBWit8Y90bnP3nsAauQ",4
"175814","FNf9Q2FnB9sI9kOMAgj0AQ",3
"175822","OaHJvi10dJbMIaQXg5e2Ag",5
"175905","xONNOYgT5BBJj_EVJBMghQ",3
"175923","wCB9mquz6W0ZuO5pPZXeDg",1
"175924","rXKzE4Iraz7vGWovWW-aBA",5
"175943","AV72aytrW-z787seJAku2w",4
"176042","wftmt-n8OUA4Ng3bWWH5dw",2
"176075","xDnkfWCyaUdR6iMoxnuWyg",4
"176076","QbuWKli8fme4O84t99UfSg",5
"176110","ijY4C4ut4M9xg3QvK2R2pg",1
"176144","rXKzE4Iraz7vGWovWW-aBA",5
"176149","wftmt-n8OUA4Ng3bWWH5dw",3
"176160","eab04KSBbf30FqB4cH8erQ",4
"176167","jhP9rUsV-KvgHu1n--7Q3w",5
"176175","eab04KSBbf30FqB4cH8erQ",4
"176200","tVcnGCg8AICT_hoI-4gMsw",4
"176203","xDnkfWCyaUdR6iMoxnuWyg",4
"176225","jtvy90-8KNih9-LanDTiOg",4
"176269","HzE3NnlAzIcqiHDydpvzrQ",4
"176275","AV72aytrW-z787seJAku2w",5
"176281","BrORoLCE5zVY6ekUb6omNA",4
