"","sweet","spicy","bitter","salty","bland","sour","crispy","chicken","fish","beef","soup","tea"
"a1osrbT6MD8wVoKDmdQzbg",0,0,0,0,0,0,0,0,0,0,1,0
"wxuM9CeuJuaT_ZxXd7_IGg",1,0,0,0,0,0,0,1,0,0,0,0
"SW8hJhUYdlr8jZdDesFCnQ",0,0,0,0,0,0,0,1,0,0,0,0
"eVHuxBDpDsl4JEUimVU3JA",0,0,0,0,0,0,0,1,0,0,0,0
"bUnVIl_WsWCA-LcdKrJjsQ",0,0,0,0,0,0,0,0,0,0,0,0
"QVMROCXKtSeRZWaH96yT3w",0,0,0,0,0,1,0,0,0,0,1,0
"HEgF9GH4Tw40UadTwNqTtQ",0,0,0,0,0,0,0,1,0,0,0,0
"l7hyC29m2A41wubn7n6-QA",0,0,0,0,0,0,0,0,0,1,0,1
"J6YGP1kTGBtDMjz0zcEnaQ",0,1,0,1,0,0,0,2,0,0,0,0
"C3XJ8OPFI1Y-TQUgXJsyGA",0,0,0,0,0,0,0,0,0,0,0,0
"31JfEO5Yho92QVyZNamNsA",0,0,0,0,0,0,0,0,0,0,0,0
"ndSSsgd2RXk3vekpO41fzQ",2,1,0,0,2,1,1,2,1,1,0,0
"mSvnjWXSgX-fJfbsfYlrTw",0,0,0,0,0,0,0,0,0,0,0,0
"8Qk7HXy6e9jW1HHgaxjXOA",0,0,0,0,0,0,2,0,0,0,1,0
"KOIC_TwuYQuFTIzYOsnbNQ",0,0,0,0,0,0,0,1,0,1,0,1
"wh1OX4YETHb94xzS70jn2Q",0,0,0,0,0,0,0,0,0,1,0,0
"YiYChBDTCXB9iY70cIXAFg",0,0,0,0,0,0,0,2,0,0,0,0
"oQdsamQx48HHKHnXK5CrnQ",0,0,0,0,0,0,0,0,0,0,0,0
"9INPw-r0OlIngW7HHmerfg",1,0,0,0,0,0,0,0,0,1,1,3
"N-VJPVbQXzsxbT90rKf6Hw",2,0,0,0,0,0,0,0,0,0,0,1
"toUqnlPzd6ueRva96kMywQ",0,0,0,0,0,0,0,5,0,0,0,0
"_1cZDZWZVsOO92f2yhIFdA",0,0,0,0,0,0,0,1,0,0,0,0
"i318_5JgaYo4tmrypI77Ew",0,0,0,0,0,0,0,0,0,0,0,0
"cTN3swpAaWBjYPB37-3vfg",0,0,0,0,0,0,0,4,0,3,0,0
"gQ9rH0rpDo2Dy_YXxf0QKw",0,0,0,0,0,0,0,0,0,0,0,0
"LeEf7QECnAJ_43Yul4xQ8w",0,1,0,0,0,0,0,4,0,0,0,0
"yg3vQ3nT7fdnReUptatHmA",0,0,0,0,0,0,0,2,0,0,1,0
"xPBhEZsSsXTZNBf9On-V3g",0,0,0,0,0,0,0,0,0,0,0,0
"rIwhQ5SES9plvGTVh8dkNw",0,0,0,0,0,0,0,1,0,0,0,0
"86H4tMbHLpU1UPuJhNxhIg",0,0,0,0,0,0,0,0,0,0,0,0
"ocnC3JiYCRXSvZTUL9lu3Q",0,0,0,0,0,0,0,2,0,0,0,0
"WnJKFV3Ufhxip9qT83D3dw",0,0,0,0,0,0,0,0,0,0,0,0
"DA1wesPtPjJ5rjduABfCJg",0,0,0,0,0,0,0,0,0,0,0,0
"pdswTmw-jtLmR61n6NRIIQ",0,0,0,0,0,0,0,1,0,0,0,0
"VWzpAUAoSS2EpPaIOe7bxw",0,0,0,0,0,1,0,0,0,0,1,0
"yfHbVngYFoDwC6h3lzhbYA",1,0,0,0,0,0,0,0,0,0,0,1
"DZy8CGwUu-DsGsJaEKwuNQ",0,0,0,0,0,1,0,0,1,1,1,0
"biSupdyvzfzsGXf8wGtzdQ",0,1,0,0,0,0,1,2,0,2,3,0
"5OraYhLmZeUwA9up7IruAw",0,0,0,0,0,0,0,0,0,0,0,0
"UPN3UHktS6mSVXPox-a5yg",1,3,0,0,0,0,0,0,1,0,2,0
"VHKurv1CarF0sdCkD7-WdA",0,0,0,0,0,1,0,0,0,0,1,0
"wHKXBdN0X_-F1KfSQrH7dQ",0,0,0,0,0,0,0,0,0,0,0,0
"T0VySj8CMtD198Wosq9P4A",1,0,0,0,0,0,0,2,0,2,0,0
"O-woFY39tchPs7LFb71hhg",0,0,0,0,2,0,1,7,0,1,1,0
"9jWBqPA1t2t_XBUdQf7upQ",0,0,0,0,0,0,0,0,0,0,0,1
"e3omvha_eWNlgwgdIf7Qeg",0,0,0,0,0,0,0,0,0,0,0,0
"el3axnb9RXwMI6eTw3khAA",0,0,0,0,0,0,0,0,0,0,0,0
"WKrNerNDt_aGclf1R3v-Rw",0,0,0,0,0,0,0,0,0,0,0,0
"m8QImByyFHhcQH8zK8tEoQ",0,0,0,0,1,0,0,0,0,0,0,0
"KDw3YCT0DvOshbLRbNBdYA",0,0,0,0,0,0,0,0,0,0,0,0
"kSWCyjNti8glI_6xGI4t1A",0,0,0,0,0,0,0,0,0,0,0,0
"bQPi5MCp67iJNPzrwYY56Q",0,3,0,0,0,0,1,0,0,0,0,0
"LtB8SJoQNpOxse6O6JgJbg",0,0,0,0,0,0,0,0,0,0,0,0
"pQYambVhlsWvEBoditjhbQ",0,0,0,0,0,0,0,0,0,0,0,0
"YavtvDt71-CPau1Ob7_Rmw",0,0,0,0,0,0,0,0,0,1,0,0
"oXRokC-5AHZabjXSJT4JdQ",0,0,0,0,0,0,0,0,0,0,0,0
"3GVtvJiRBmwjCjpA2MEJiw",0,0,0,0,0,0,0,0,0,0,0,0
"laa5VRNPJjhPxonIgSM8xQ",0,0,0,0,0,0,0,0,0,0,0,0
"WP8AhpIMUnDihp9zrAy1_A",0,0,0,0,0,0,0,0,0,0,0,0
"l24FlzWdjzIH_cNfbS2Vlg",0,1,0,0,0,0,0,1,0,0,0,0
"dcUj-uFyZcWOBeGyrCY6LA",0,0,0,0,0,0,0,1,0,0,0,0
"4uzEEMfvAtmw9xke2435tg",0,0,0,0,0,0,0,0,0,0,0,0
"yXCbF5b988ILFil-2KxKcg",0,0,0,0,0,0,0,0,0,0,0,0
"jTKU1eFT774X5cJ3PmeIrg",0,0,0,0,0,0,0,1,0,0,0,0
"lR0IIuJ-y8Rw8Y0qKahTgg",0,0,0,0,0,0,0,0,0,2,2,0
"oxRcVWopi4dFKP3klB6bIg",2,0,0,0,0,2,0,2,0,0,0,0
"q6aGwObbJIZ-Xp90aRUCjw",1,0,0,0,0,1,0,2,0,0,1,0
"4Fx1VYIVwZ93IO8Esd48nQ",1,3,0,0,0,1,0,1,0,0,0,0
"QVvuL28WgJhX2_ksK-AX1Q",0,0,0,0,0,0,0,0,0,0,0,0
"wzaN-ybhC7Gjx1EEhtSODA",0,1,0,0,0,0,0,2,0,0,0,0
"6cO2lxzOBqKMr0jxIngw2g",0,0,0,0,0,1,0,0,0,0,1,0
"t56lVFNcVkBT5iCxUvy1Mg",1,0,0,0,0,3,1,1,0,0,4,0
"CS4gugi3uiaM0EOtz_6pWw",0,0,0,0,0,0,0,0,0,0,0,0
"9SZqYcq_nkH_GSJzjB8OFw",0,0,0,1,0,0,0,0,0,0,0,0
"HQjbLuSCCsUSFRC2uw3Wbw",0,0,0,0,0,0,0,0,0,0,0,0
"A6gRWP0J0-4zo7gn_FH8Cw",0,0,0,0,0,0,0,2,0,0,1,0
"w2wfT7JZbNv_WuA6-204Dg",0,0,0,0,0,0,0,0,0,0,0,0
"YUzIv3Mfaa8bXfDAFett-A",0,0,0,0,0,0,0,1,0,0,0,0
"eFXtEu0zbJaxHl8Jw5_mjg",0,3,0,0,0,0,0,2,0,1,1,1
"_0mxeBXgTQ1HUN3Z179HEQ",0,0,0,0,0,0,0,0,0,0,0,0
"yvU0PmV0ELDp_IjwsTG8Rg",0,0,0,0,0,0,0,0,0,0,0,0
"C9rvRB56a5-pBpRsYqRLWQ",0,0,0,0,0,0,0,1,0,0,0,0
"lQ749J5SMf9csU-yVARXwQ",0,0,0,0,0,0,0,2,0,0,0,0
"0zUa757r9Fg-u9fR5RCQiA",0,0,0,0,0,0,0,0,0,0,0,0
"kOVDnj6MNQ-ShBa5aptAYQ",1,0,0,0,0,0,0,1,0,1,0,0
"uIbQDO6LMUT7H3A_YArbxw",0,0,0,0,0,0,0,3,0,0,0,0
"1Z4NJUeX9QdSD5WR-MgLXA",0,0,0,0,0,0,0,0,0,0,0,0
"KqGzPjthAPJM1_kjXufyJA",0,0,0,0,0,0,0,0,0,0,0,0
"fxIcjTVD_YaNUAX4sqIORw",0,0,0,0,1,0,0,0,0,0,1,0
"7J9Il7_07dF7MvwQg1yz0w",0,0,0,0,0,0,0,0,0,0,0,0
"AnLzFzJErQ1z1C0qWMZa6g",0,2,0,0,0,0,0,3,0,0,0,0
"MvU_40lqfcBAAMWMCXAb3Q",0,0,0,0,0,0,0,0,0,1,0,0
"uPIVarL__bvJterLJM8hSw",0,0,0,0,0,0,0,2,0,0,0,0
"3cQIninKXonVH5K7jiP6OQ",0,0,0,0,0,0,0,0,0,0,0,0
"-IZdIo48UwzeHK3Zr_pOmg",0,0,0,0,0,0,0,0,0,0,0,2
"jdaMGfG64rDNum8LPbYsxg",0,0,0,0,0,0,0,0,0,1,0,0
"MesOMBc-1ID-poF6WBU0uA",1,0,0,0,0,4,1,1,0,0,0,0
"sy1L7IaKtbdUDQ3FbJq4Kg",0,0,0,0,0,0,0,0,0,0,0,0
"gHfNMFjslwdpSPpwYOzCKg",0,0,0,0,0,0,0,0,0,0,0,0
"caLTHVdSuHZ-Kp7P5Sbtuw",0,0,0,0,0,0,0,1,0,0,0,0
"YDEusCrTYnzz1t6g-3aWgA",0,0,0,0,0,0,0,0,0,0,0,1
"Yq7pcVUkCcmW1wr4copT1w",0,0,0,0,0,0,0,0,0,0,0,0
"xa5Y0QD_xZjq7FGxZcX31Q",0,0,0,0,0,0,0,1,0,0,0,0
"mioQ6tXmFvH37GfdpTZiIw",0,0,0,0,0,0,0,0,0,0,0,0
"GiSZomSYUTgFwbzcgFLXiw",0,1,0,0,0,0,0,0,0,0,0,0
"WOf7P_qiTKt3ivR58_e6_g",0,0,0,0,0,0,0,0,0,0,1,0
"bqNSxRsSH8AYFMGJObbldQ",0,0,0,0,0,0,0,0,0,0,0,0
"kulVHTl5PhmTWLYzNBxdsw",0,1,0,0,0,0,0,0,0,0,0,0
"gHJZgDHkjnLPiR4Lghtd-Q",0,0,0,0,0,0,0,1,3,1,0,1
"shrqE5SWjr6PoZ87FWxEIQ",0,0,0,0,0,0,0,0,0,1,1,0
"wiXAlqw_Q9bMZs6bQPpp3g",0,0,0,0,0,0,0,0,0,0,0,0
"l1plXkUrlmxd67oqoRvnyA",1,0,0,0,0,0,0,0,0,0,0,0
"_drxqFiUcsTwxx7_9_1qOA",0,1,0,0,0,0,0,0,0,0,0,0
"Ysf4fuqLo8UBuq3Wk-JECQ",0,0,0,0,0,0,0,0,0,0,0,0
"E8g2b5Z2EYHm3Jln-YLqtw",0,0,0,0,0,0,0,0,0,0,0,0
"STtLaPOzWQcjvQ5nSE37aA",0,0,0,0,0,0,0,0,0,0,0,0
"KrJ7B_S8BL_v9iigLqHePw",0,0,0,0,0,0,0,2,0,0,0,0
"2idnKdeGbUoSHscTbposaQ",0,0,0,0,0,0,0,1,0,0,0,0
"ofs0-7UTEP_c0MTKRPBBIQ",0,0,0,0,0,0,0,0,0,0,0,0
"bv9uk5dZ0RttHnylZKFwaA",0,0,0,0,0,0,0,0,0,0,0,0
"FXBY1NkYe0eb7fC7wBl6-A",0,0,0,0,0,0,0,0,0,0,0,0
"6YWMo57FQwAWvKJTzGL0yA",0,0,0,0,0,0,0,0,0,0,0,0
"uMQwaLneXpGmceWU0Dk6WA",0,0,0,0,0,0,0,0,0,0,0,0
"jhjdLz8PIr1ObJc_i9nMNQ",0,0,0,0,0,0,0,0,0,0,0,0
"s1NV6LTf-oxXCYsvgLBHvg",0,0,0,0,0,0,0,0,0,0,0,0
"om2C-UJ-Ejz1gOTBntuR8A",0,0,0,0,0,0,0,0,0,0,0,0
"ODEngNhc4h9YTFOxaGWgSA",0,0,0,0,0,0,0,0,0,0,0,0
"wu5stqaIDbgQEiyl0CQvCw",0,0,0,0,0,0,0,0,0,0,0,0
"Nn87dPlcN9CuWmFWW7WjhQ",0,1,0,0,0,0,0,0,0,0,0,0
"KaPlsS0JPivuk-z65QqF_g",0,0,0,0,0,0,0,1,0,0,0,0
"83nRTwKHmObad2cwtr7GeQ",0,0,0,0,0,0,0,0,0,0,0,0
"T0LWE5TgMaO47hatr99klA",0,0,0,0,0,1,0,0,0,0,1,0
"jV-V1eKNhhw_9Gmy6RA2uw",0,0,0,0,0,0,0,0,0,0,0,0
"AHFXjOsX0J7hppv1QIb6AA",0,0,0,0,0,0,0,0,0,0,0,1
"QhMAo_d8MKtmcFN56c5kMQ",0,0,0,1,0,0,0,0,0,0,0,0
"o63gBRspted91LYu3v9FKQ",1,0,0,0,0,0,0,0,0,0,0,0
"GCBcFvG1QgJv2FIATn9ktQ",0,0,0,0,0,0,0,0,0,0,0,0
"VoKWRG5bKk_6ZKsjwhPHiw",1,0,0,0,0,1,0,2,0,0,1,0
"GCQcKzJ-qd8v-PmEubCZRA",0,0,0,0,0,0,0,3,0,0,0,0
"nYGuBfNJ-Un160WAZLRfpQ",0,0,0,0,0,0,0,0,0,0,0,0
"xYS4XQp76LnOrSbQYIu0aw",0,1,0,0,1,0,0,0,0,0,0,0
"MSZWePiinHMm242ckQyYCw",0,0,0,0,0,0,0,0,0,0,0,0
"0b4OhRF0ehMTYP8oV9rL1Q",0,0,0,0,0,0,0,0,0,0,1,0
"ut24nb48OzkTxRkqXjQ47w",0,0,0,0,0,0,0,0,0,0,0,0
"M8RTULIwiYstj-qkr0s7ew",0,0,0,0,0,0,0,1,0,0,0,0
"nuK8iIl2Ft44DMR6IraePg",0,0,0,0,0,0,0,0,0,0,0,0
"gg2Gg3PM3wZ-dVA3ymYAJA",0,0,0,0,0,0,0,0,0,0,0,0
"iabH5RzPFBk5cyGTofoK4w",1,0,0,1,0,0,1,0,0,0,0,1
"b8JD2KjdtN9ym3XEjwehLw",0,0,0,0,0,0,0,0,0,0,0,0
"mVHiBTOZpZVucqzu6zPAgg",1,0,0,0,0,0,0,1,0,1,0,0
"Wv4eijiUbIwbzYErji2YXA",0,0,0,0,0,0,0,0,0,0,0,0
"ooqr6z00_eZgHoZGqi7BKg",0,0,0,0,0,0,0,0,0,0,0,0
"tGP2i2wSDvNlUAOXHC6NJQ",0,0,0,0,0,0,0,1,0,0,0,0
"qwo5rfddOUShRd_c0maSfw",0,0,0,1,0,0,0,0,0,0,0,0
"NnhLqvbcUO8bYmsN1tX2NQ",0,1,0,0,0,0,1,3,0,0,0,0
"zlNnsOU896lY6aYZHzFEBw",0,1,0,0,0,0,0,0,0,0,0,0
"aDfU02dIyzUGVDVAY6rZmA",0,0,0,0,0,0,0,0,0,0,0,0
"e4m3-mau_F8cCoF4Z-MP0w",0,0,0,0,0,0,0,0,0,0,0,0
"Ri389XXgQRnIfvS3oT20dQ",0,0,0,0,0,0,0,0,0,0,0,0
"X4pql9aIOSNxpjEI_veBiw",0,0,0,0,0,0,0,0,0,0,0,0
"tWRWS4HRWPhBQQp_cwu-dg",0,0,0,0,0,0,0,0,0,2,1,0
"zkV5nzotnWos7DdZA9uGGg",0,0,0,0,0,0,0,1,0,0,0,0
"j76pO9SshgLSOQxU7OHQVA",0,0,0,0,0,0,0,0,0,0,0,0
"5ivRq1KniQ0i8tUbsv9dfQ",0,0,0,0,0,0,0,0,0,0,0,0
"E6x59UJ7aB1BvEejLdaKqg",0,0,0,0,0,0,0,0,0,0,0,1
"uHf9GsUnh9nZYrZcsHPzvA",0,0,0,0,1,0,0,1,0,0,2,0
"CWZyFH_Ir_QWQRadCfrguw",0,0,0,0,1,0,0,2,0,0,0,0
"uOuzRGJh5ogrE2bZMYNodA",0,0,0,0,0,0,0,0,0,0,0,0
"srsDiVMyOtoRvZ3WfLfCeQ",0,0,0,0,0,0,0,0,0,0,0,0
"wAu0dLF_gNY9o9TwUyNSdw",0,0,0,0,0,0,0,0,0,0,0,0
"rWcGjOpzxBGZ4vtRg-JgAA",1,0,0,0,0,1,0,0,0,2,0,0
"n0fiHCdg7ZqRpRMIusfgmA",0,0,0,0,0,0,0,0,0,0,0,0
"R4bcJJN2eQwBsDuQZbJI5A",0,0,0,0,0,0,0,0,0,0,0,0
"Liea5tXUJeKA-zawtvgYPw",0,0,0,0,0,0,0,0,0,0,0,0
"uNg4_TZE8EaFNeUMnSYbSA",0,0,0,0,0,0,0,1,0,0,0,0
"nWAOE2YEOh030mMy4RRCZA",0,0,0,0,0,0,0,0,0,0,0,0
"30Zkks9ozaHMHOr2Skc04g",0,0,0,0,0,0,0,0,0,0,0,0
"F2jXFBxqoFitCWaT6w8VTw",0,0,0,0,0,0,0,0,0,0,0,0
"n4r_Iwm9p11bU-89ZS9suw",0,0,0,0,0,0,0,2,0,0,0,0
"4h_YSCj8GOu5M_c2jg7Jcg",0,0,0,0,0,0,0,0,0,0,0,0
"p2ljiuLq3U0GMZcEPTG6tA",0,0,0,0,0,0,0,0,0,0,0,0
"OLmWY8hJzEMfDyq7kCeNNg",0,0,0,0,0,0,0,1,0,0,0,0
"Ylm14tHPRDuHEiP6V_z2ig",0,0,0,0,0,1,0,0,0,0,1,0
"eTGUTL5LZjkdRJXrTLBO9A",0,0,0,0,0,0,0,0,0,0,0,0
"e4vUhGpdwCwD3HM2SnkMUg",0,0,0,0,0,0,0,0,0,0,0,0
"UB4uOSxDZun2K0ZogTFl_w",0,0,0,0,0,0,0,0,0,0,0,0
"pPuuSxyzLn-KV2KRZq4gcw",0,0,0,0,0,0,1,2,0,0,0,0
"ScUOOk_FkpgRw9MQaX9-eg",0,0,0,0,0,0,0,0,0,0,0,0
"Q4A3PhTDwvmRt_6Ec9uMpQ",0,0,0,0,0,0,0,0,0,0,0,0
"ioVnkUZ5sQ3_KpS6Mpi8HA",0,0,0,0,0,0,0,0,0,0,0,0
"l2LEP-zVKhjGghNlMzrUog",0,0,0,0,0,0,0,0,0,0,0,0
"J4XR92CE_nh2CNZZKHHLgg",0,0,0,0,0,0,0,0,0,0,0,0
"oY-cGIjDHBBN0zbceiq_3w",0,0,0,0,0,0,0,0,0,0,0,0
"EXVWRyBLMCXl7qAiMJRJCw",0,0,0,0,1,0,0,0,0,0,0,0
"COAniAjZMA-VmD6ga4qsqA",0,0,0,0,0,0,0,1,0,0,0,0
"-daMsrs3JXq3N9ML5mWbBg",0,0,0,0,0,0,0,0,0,0,0,0
"Cz69v7qyGGoHQiP9wL6TMQ",0,0,0,0,0,0,0,0,0,0,0,0
"FbC7D3Rk3jvJpqCxgHm5vQ",0,0,0,0,0,0,0,0,0,0,0,0
"VsYRuDUVKWIs8f6RJyOenQ",0,0,0,0,0,0,0,0,0,0,0,0
"g-wHcNw4Ft_P3yOw7ZftuA",0,0,0,0,0,0,0,0,0,0,0,0
"LGMdUrOoVGB2zjC7MRecPQ",0,0,0,0,0,0,0,1,0,0,0,0
"SZ3w-DiG0MzahD5-onsaQQ",0,0,0,0,0,0,0,0,0,0,0,0
"p_pjSCwL2P09_2JWzKi7WQ",0,0,0,0,0,0,0,0,0,0,0,0
"nkxqUSWY0f9XCrzxfm05Hw",0,0,0,0,0,0,0,0,0,0,0,0
"dCehjsV1w9oLP57sUJTCng",0,0,0,0,0,0,0,0,0,0,0,1
"3t7dQz-hbaF3HmqluZ-tAw",0,0,0,1,1,0,0,0,0,0,0,0
"SUiB66XNGMfjZFNz7_rHOQ",0,0,0,0,0,0,0,0,0,0,0,0
"Fm_PkjoSs67ahYh1pu4NEQ",0,0,2,0,0,1,0,0,0,0,0,0
"rE_ub0F4z5YyzKwRFlW1bQ",0,0,0,0,0,0,0,1,0,0,0,0
"YejunOpS9HsTJkgrIUTjrQ",0,0,0,0,0,0,0,0,1,0,0,0
"D2vZnQOPp7qi7cufHwb7Ew",0,0,0,0,0,0,0,0,0,0,0,0
"1lveWCMphpH3YXe8atRCNA",0,0,0,0,0,0,0,0,0,0,0,0
"S_92Aj3mciVx7MJps9eQSg",0,0,0,0,0,0,0,0,0,0,0,0
"hrL_9PbVhCiHuQQa47mf1A",0,0,0,0,0,0,0,0,0,0,0,0
"2go_oCkehk6kZ8IW-lue3A",0,0,0,0,0,0,0,1,0,0,0,0
"uJ-Y-tMKzjnGagHLOTlRLQ",0,0,0,0,0,0,0,3,0,0,0,0
"14hotMwlwC0EHowFElAjSQ",0,0,0,0,0,0,0,0,0,0,0,0
"1QLikJm3WgMvh51poBHmPw",0,0,0,0,0,0,0,0,0,0,0,0
"39ztW-CN5I1LEk09-GXWFQ",0,0,0,0,0,0,0,0,0,0,1,1
"bo6OAyjF7z3ANGzUPer62A",0,0,0,0,0,0,0,1,0,0,1,2
"YzhpYwqrpJ-YVS3sxenAsQ",0,0,0,0,0,0,0,0,0,0,0,0
"PModBkhCVOPW71Mspw81lQ",0,0,0,0,0,0,0,1,0,1,3,0
"sGwZoLQRHet01UvHvBZqVA",0,0,0,0,0,0,0,0,0,0,0,0
"CSDX2vZtY_vmow11DcFvRg",0,0,0,0,0,0,0,0,0,0,0,0
"YYh2CI0nao11uuhBsFfZDQ",0,0,0,0,0,0,0,0,0,0,0,0
"lI8JA9qh2TxeNJBDuLamrQ",0,3,0,0,0,1,0,0,1,0,2,0
"S2mSEMWC9j3TTtwBMH8eWA",0,0,0,0,0,0,0,1,0,1,0,0
"PwaHT4vWgIxQ9FrVV8DKAQ",0,0,0,0,0,0,0,1,0,0,0,0
"x-52l7D9cZLqjB0aaEteNQ",0,0,0,0,0,0,0,0,0,1,0,0
"dVdyk2dnYKBvq7gMNO9XeQ",0,3,0,0,0,0,0,1,0,1,0,2
"Yz3NBppTJzDV_WQcE0Nn1A",0,0,0,1,0,0,0,0,0,0,0,0
"MtKzA0cXjhadWMPyQ64u0w",0,0,0,0,0,0,0,0,0,0,0,0
"Ano4_jGAl4e-fBJZhC5COQ",0,0,0,0,0,0,0,0,0,0,0,0
"DtsFQ2UJLx9Kcd-oExc-_A",0,0,0,0,0,0,0,0,0,0,1,0
"FNn0uz1ttarEIcgeFPwgIA",0,0,0,0,0,0,0,2,0,0,0,0
"acb87NLwcob2oGF__AmThw",0,0,0,0,0,0,0,0,0,0,0,0
"4DCUmdMWyCJPSO7qvBYWLg",0,0,0,0,0,0,0,0,0,1,0,0
"UIdlanoJVyiDG_jW9kGqBA",0,0,0,0,0,0,0,1,0,0,0,0
"VHEKF9eeITGjVedH6Ne1NA",0,0,0,0,0,0,0,0,0,0,0,0
"--_mEIyLcZgohYSo3Wnmfw",0,0,0,0,0,0,0,0,0,0,0,0
"HqA8vrnCkTWTA_1kPV2vXg",0,0,0,0,0,0,0,0,0,0,0,0
"-W-uPVqZsN9rTa5OnZLSpg",0,0,0,0,0,0,0,0,0,0,0,0
"D4QSYA9VtLwzqrOJI3xGFA",0,0,0,0,0,0,0,0,0,0,0,0
"OXhiAYHdMvfwSW-r2hLkMA",0,0,0,0,0,0,0,0,0,0,0,0
"IoQFdFtvg8taaww2NxfLTg",1,1,0,0,0,0,0,0,0,0,0,0
"Ovf9wDxx31zqbi8vL6Ef3g",0,0,0,0,0,1,0,0,0,0,2,0
"_F__ZFgz4sohOEZG06YpKg",0,1,0,0,0,0,0,0,0,0,0,0
"RKlqf8lwlLGoj4e4idcx-A",0,0,0,0,0,0,0,1,0,0,0,0
"j6giSGChO2BH3ogB2yo4sQ",0,0,0,0,1,0,0,0,0,1,0,0
"IBZrzHjy7izsh4HYOIvQaw",0,2,0,0,0,0,1,0,0,0,1,0
"e2Lz9C0WtdmnEP7Esrg5-g",0,0,0,0,0,0,0,0,0,0,0,0
"Opfsg0onOkcFBhGaDdXjNA",1,2,0,0,0,0,1,5,0,0,0,0
"vOmvNbwYaKj_HzAQF1wGnA",0,0,0,0,0,0,0,0,0,0,0,0
"8uqIHyyrwKiJgK0xB9FCRA",0,0,0,0,0,0,0,0,0,0,0,0
"ACDpeLfw4DRYbBBZM1HTxA",0,3,0,1,0,0,1,0,1,2,2,0
"_XVuQ8MNCvoXbH3rLuKCrA",0,0,0,0,0,0,0,0,0,0,0,0
"8FAxw5JE7dbVs6ijrEPOiA",0,1,0,0,0,0,0,3,0,0,0,0
"wf_3oEDThOWwq8l2yHwJ1Q",0,0,0,0,0,0,0,0,0,0,0,0
"zGMKQPbR7SzsN5rO8TodQA",0,1,0,0,1,0,0,2,0,0,0,0
"VsGmkSBoBmwMZGIMu4v0rA",0,0,0,0,0,0,0,2,0,0,0,0
"as7r5_mnN02r7yRDcEav1A",0,0,0,0,0,0,0,0,0,0,0,0
"bewbXbV6ITNVvUlmJ8YCMw",0,0,0,0,0,0,0,1,0,0,0,0
"FK1d9nd6Szi-Z3Qvtzo5iA",0,0,0,0,0,0,0,0,0,0,0,0
"qLv5AT0LPatHbMZ5x64jig",0,0,0,0,0,0,0,0,0,0,0,0
"XBVRparIkYJ7pK_Dh0GOuw",0,0,0,0,0,0,0,0,0,0,0,0
"lbcOG2Fy26ssXcLOg62Z_A",0,0,0,0,0,0,0,0,0,0,0,0
"nI4DiY-94KdtyH0E97JJcg",0,0,0,0,0,0,0,0,0,0,0,0
"N-FdAfray86AlmeZhUTTMg",0,0,0,0,0,0,0,0,0,0,0,0
"mbWyK6pJLBFOuGuok-RHQA",0,0,0,0,0,0,0,1,0,0,0,0
"jBF0T8VX_l0NvxEXR58PXA",0,1,0,0,0,0,0,0,0,0,1,0
"sYsHQzJY5QcJqDxU_GM5cg",0,0,0,0,0,0,0,1,1,0,1,0
"NCFyVBevgG54z90DmI9WSw",0,1,0,0,0,0,0,0,0,0,0,0
"vWjXUKlfieVpIG3PGKXCcw",0,0,0,0,0,0,0,0,0,0,0,0
"uXTUpf7f7S-sVTs7pRrMLA",0,0,0,0,0,0,0,1,0,0,0,0
"f0jRepeUrjky1naNrdw0iQ",0,0,0,0,0,0,0,0,0,0,0,0
"094Z3BWOjUoKpPFvxondRQ",0,0,0,0,0,0,0,0,0,0,1,0
"u9mXAU92h3oGOUNuH8i_VA",0,0,0,0,0,0,0,0,0,0,0,0
"uDMlxuqwNe5v05ifJugDFg",0,0,0,0,0,0,0,1,0,0,0,0
"HQFybAZmJsz0hPxrk_F-iQ",0,2,0,0,0,0,0,1,0,0,1,0
"oC4JpMlgtzk_RYj8sI9oGw",0,0,0,0,0,0,0,0,0,0,0,0
"MRr_B8mkKzXW77fWDwiiTg",0,0,0,0,0,0,0,0,0,0,0,0
"_4EJ7tbis25iiA8XytCATQ",0,0,0,0,0,0,0,2,0,0,0,0
"2ZpzOKLP8qgYremQ3Ry3Eg",0,1,0,0,0,0,0,1,1,0,1,0
"FzXlYfal51ssg37v8l4ZNg",0,0,0,0,0,0,0,0,0,0,0,0
"mwC8vPf28z16quXyE-0sYA",2,0,0,0,1,2,0,4,0,0,2,0
"cPzBd2ivkRvFTCsoHcQpPw",1,0,0,0,0,0,0,1,0,0,0,0
"6GsJMJdNmUQ8trvvIhXtVA",0,1,0,0,0,0,0,0,0,0,0,0
"SVs10VnNN0KxOqiU_agpqg",0,0,0,0,0,0,0,0,0,0,0,0
"vlx6Unkp2TyRa1wqLqPUtQ",1,1,0,0,0,1,0,1,0,0,1,0
"ZIAmWx3hyidVAtdurO_pOw",0,0,0,0,0,0,0,0,0,0,0,0
"01WfKu7Y0l1jWkda13Wx3g",0,0,0,0,0,0,0,0,0,0,0,0
"8GmF9YHkFmB0UFNH0I0Kvg",0,0,0,0,0,0,0,0,0,0,0,0
"ll9zrdBza4OPmbrKjpgSWw",0,0,0,0,0,0,0,0,0,0,0,0
"Yh550UyEXU2X6pvxabD7-A",0,0,0,0,0,0,0,0,0,0,0,0
